,Unnamed: 0.1,country,icaoCodes,airFieldName,latitude,longitude,ddLatitude,ddLongitude,airportUse,runwayOneDimensions,runwayOneSurface,runwayTwoDimensions,runwayTwoSurface,runwayThreeDimensions,runwayThreeSurface,runwayFourDimensions,runwayFourSurface,capableCOneThirtyCSeventeen,weatherLink
909,53,IN,VIGR,Gwalior Airport,N26.17.00',E78.14.00',26.28333333333333,78.23333333333333, Public,9000 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIGR
910,54,IN,VOHK,Hakimpet Airport,N17.33.21',E78.31.49',17.55,78.51666666666667,Private,6873 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOHK
911,55,IN,VOBG,Hal Airport Bengaluru Airport,N12.57.13',E77.39.88',12.95,77.65, Public,10850 x 200feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOBG
912,56,IN,VIHX,Halwara Airport,N30.44.91',E75.37.79',30.73333333333333,75.61666666666666,Military,8985 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIHX
913,57,IN,VIDX,Hindon Airport,N28.42.46',E77.21.53',28.7,77.35,Private,9000 x 150feet,Unknown,,,,,,,No,https://www.getmetar.com/VIDX
914,58,IN,VIHR,Hisar Airport,N29.10.70',E75.45.28',29.16666666666667,75.75, Public,,,,,,,,,No,https://www.getmetar.com/VIHR
915,59,IN,VOHB,Hubli Airport,N15.21.71',E75.5.06',15.35,75.08333333333333, Public,5495 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOHB
916,60,IN,VEIM,Imphal Airport,N24.45.86',E93.53.98',24.75,93.88333333333334, Public,9010 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEIM
917,61,IN,VIDP,Indira Gandhi International Airport,N28.34.12',E77.6.73',28.566666666666666,77.1, Public,14534 x 197feet,Hard,12500 x 150feet,Unknown,9229 x 150feet,Unknown,,,Yes,https://www.getmetar.com/VIDP
918,62,IN,VAJB,Jabalpur Airport,N23.11.00',E80.3.63',23.18333333333333,80.05, Public,6522 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VAJB
919,63,IN,VEPT,Jai Prakash Narayan International Airport,N25.35.62',E85.5.52',25.58333333333333,85.08333333333333, Public,6411 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEPT
920,64,IN,VIJP,Jaipur Airport,N26.49.45',E75.48.15',26.816666666666666,75.8, Public,9176 x 151feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIJP
921,65,IN,VAJL,Jalgaon Airport,N20.57.68',E75.37.48',20.95,75.61666666666666, Public,5577 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VAJL
922,66,IN,VAJM,Jamnagar Airport,N22.28.00',E70.1.00',22.466666666666665,70.01666666666667, Public,8229 x 148feet,Hard,7695 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/VAJM
923,67,IN,VEJS,Jamshedpur Airport,N22.48.87',E86.10.14',22.8,86.16666666666669, Public,3921 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEJS
924,68,IN,VOJV,Jindal Vijayanagar Airport,N15.10.50',E76.38.10',15.166666666666664,76.63333333333334, Public,,,,,,,,,No,https://www.getmetar.com/VOJV
925,69,IN,VIJO,Jodhpur Airport,N26.15.43',E73.3.10',26.25,73.05,Military,9005 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIJO
926,70,IN,VEJT,Jorhat Airport,N26.43.82',E94.10.55',26.716666666666665,94.16666666666669, Public,9000 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEJT
927,71,IN,VAJJ,Juhu Airport,N19.5.85',E72.50.04',19.08333333333333,72.83333333333333, Public,3750 x 100feet,Hard,,,,,,,Yes,https://www.getmetar.com/VAJJ
928,72,IN,VOCP,Kadapa Airport,N14.30.78',E78.46.33',14.5,78.76666666666667, Public,,,,,,,,,No,https://www.getmetar.com/VOCP
929,73,IN,VEKR,Kailashahar Airport,N24.18.47',E92.0.57',24.3,92.0, Public,3300 x 100feet,Hard,,,,,,,No,https://www.getmetar.com/VEKR
930,74,IN,VOGB,Kalaburagi Airport,N17.18.59',E76.57.43',17.3,76.95, Public,,,,,,,,,No,https://www.getmetar.com/VOGB
931,75,IN,VEDX,Kalaikunda Airport,N22.20.37',E87.12.87',22.33333333333333,87.2,Military,9000 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEDX
932,76,IN,VEKM,Kamalpur Airport,N24.7.90',E91.48.85',24.11666666666667,91.8, Public,4500 x 80feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEKM
933,77,IN,VAKE,Kandla Airport,N23.6.73',E70.6.03',23.1,70.1, Public,5000 x 100feet,Hard,,,,,,,Yes,https://www.getmetar.com/VAKE
934,78,IN,VIGG,Kangra Airport,N32.9.88',E76.15.73',32.15,76.25, Public,3836 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIGG
935,79,IN,VOKN,Kannur International Airport,N11.54.94',E75.32.74',11.9,75.53333333333333, Public,,,,,,,,,No,https://www.getmetar.com/VOKN
936,82,IN,VICX,Kanpur Airport,N26.24.20',E80.24.70',26.4,80.4, Public,9215 x 150feet,Hard,4627 x 135feet,Unknown,,,,,Yes,https://www.getmetar.com/VICX
937,83,IN,VECX,Kanpur Airport,N26.24.20',E80.24.70',26.4,80.4, Public,,,,,,,,,No,https://www.getmetar.com/VECX
938,80,IN,VIKA,Kanpur Airport,N26.26.42',E80.21.88',26.43333333333333,80.35, Public,3550 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIKA
939,81,IN,VEKA,Kanpur Airport,N26.26.42',E80.21.88',26.43333333333333,80.35, Public,,,,,,,,,No,https://www.getmetar.com/VEKA
940,84,IN,VOBL,Kempegowda International Airport,N13.11.93',E77.42.33',13.183333333333335,77.7, Public,13123 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOBL
941,85,IN,VAKS,Keshod Airport,N21.18.90',E70.16.15',21.3,70.26666666666667, Public,4500 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VAKS
942,86,IN,VEKO,Khajuraho Airport,N24.49.19',E79.55.11',24.816666666666666,79.91666666666667, Public,,,,,,,,,No,https://www.getmetar.com/VEKO
943,87,IN,VAKJ,Khajuraho Airport,N24.49.20',E79.55.10',24.816666666666666,79.91666666666667, Public,6000 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VAKJ
944,88,IN,VAKD,Khandwa Airport,N21.51.42',E76.19.98',21.85,76.31666666666666, Public,,,,,,,,,No,https://www.getmetar.com/VAKD
945,89,IN,VEKW,Khowai Airport,N24.3.70',E91.36.45',24.05,91.6, Public,,,,,,,,,No,https://www.getmetar.com/VEKW
946,90,IN,VIKG,Kishangarh Airport,N26.35.47',E74.48.97',26.58333333333333,74.8, Public,,,,,,,,,No,https://www.getmetar.com/VIKG
947,91,IN,VAKP,Kohlapur Airport,N16.39.98',E74.17.43',16.65,74.28333333333333, Public,4495 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VAKP
948,92,IN,VIKO,Kota Airport,N25.9.58',E75.50.93',25.15,75.83333333333333, Public,4000 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIKO
949,93,IN,VIBR,Kullu Manali Airport,N31.52.61',E77.9.32',31.86666666666667,77.15, Public,3700 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIBR
950,94,IN,VEKI,Kushinagar Airport,N26.46.36',E83.53.72',26.766666666666666,83.88333333333334, Public,,,,,,,,,No,https://www.getmetar.com/VEKI
951,95,IN,VEBN,Lalbahadur Shastri Varanasi Airport,N25.27.07',E82.51.52',25.45,82.85, Public,,,,,,,,,No,https://www.getmetar.com/VEBN
952,96,IN,VILP,Lalitpur Airport,N24.42.97',E78.25.05',24.7,78.41666666666667, Public,,,,,,,,,No,https://www.getmetar.com/VILP
953,97,IN,VOLT,Latur Airport,N18.24.50',E76.27.92',18.4,76.45,Private,,,,,,,,,No,https://www.getmetar.com/VOLT
954,98,IN,VELP,Lengpui Airport,N23.50.28',E92.37.61',23.83333333333333,92.61666666666666, Public,8202 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VELP
955,99,IN,VELR,Lilabari Airport,N27.17.47',E94.5.61',27.28333333333333,94.08333333333331, Public,7500 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VELR
956,100,IN,VEGT,Lokpriya Gopinath Bordoloi Int Airport,N26.6.30',E91.35.13',26.1,91.58333333333331, Public,10180 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEGT
957,101,IN,VILD,Ludhiana Airport,N30.51.35',E75.57.04',30.85,75.95, Public,4800 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/VILD
958,102,IN,VOMD,Madurai Airport,N9.50.10',E78.5.31',9.833333333333334,78.08333333333333, Public,5990 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOMD
959,103,IN,VAUD,Maharana Pratap Airport Airport,N24.37.11',E73.53.56',24.61666666666667,73.88333333333334, Public,7484 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VAUD
960,104,IN,VEMH,Malda Airport,N25.0.67',E88.7.83',25.0,88.11666666666666, Public,,,,,,,,,No,https://www.getmetar.com/VEMH
961,105,IN,VOML,Mangalore Airport,N12.57.72',E74.53.39',12.95,74.88333333333334, Public,8038 x 151feet,Hard,4816 x 151feet,Unknown,,,,,Yes,https://www.getmetar.com/VOML
962,106,IN,VAMA,Mundra Airport,N22.50.12',E69.45.90',22.83333333333333,69.75, Public,,,,,,,,,No,https://www.getmetar.com/VAMA
963,107,IN,VEMZ,Muzzafarpur Airport,N26.7.02',E85.18.90',26.11666666666667,85.3, Public,4000 x 100feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEMZ
964,108,IN,VOMY,Mysuru Airport,N12.13.95',E76.39.38',12.216666666666667,76.65, Public,,,,,,,,,No,https://www.getmetar.com/VOMY
965,109,IN,VADX,Naani Deesa Airport,N24.16.05',E72.12.32',24.266666666666666,72.2,Military,,,,,,,,,No,https://www.getmetar.com/VADX
966,110,IN,VOND,Nanded Airport,N19.10.86',E77.19.35',19.166666666666668,77.31666666666666, Public,,,,,,,,,No,https://www.getmetar.com/VOND
967,111,IN,VECC,Netaji Subhash Chandra Bose Airport,N22.39.24',E88.26.80',22.65,88.43333333333334, Public,11899 x 150feet,Hard,9314 x 150feet,Unknown,,,,,Yes,https://www.getmetar.com/VECC
968,112,IN,VAOZ,Ozar Airport,N20.7.20',E73.54.80',20.116666666666667,73.9,Military,,,,,,,,,No,https://www.getmetar.com/VAOZ
969,113,IN,VEPY,Pakyong Airport,N27.13.56',E88.35.15',27.216666666666665,88.58333333333331, Public,,,,,,,,,No,https://www.getmetar.com/VEPY
970,114,IN,VEPH,Panagarh Airport,N23.28.46',E87.25.65',23.466666666666665,87.41666666666669, Public,9000 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEPH
971,115,IN,VIPT,Pantnagar Airport,N29.1.93',E79.28.35',29.016666666666666,79.46666666666667, Public,3599 x 100feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIPT
972,116,IN,VEPG,Pasighat Airport,N28.6.00',E95.23.00',28.1,95.38333333333334, Public,,,,,,,,,No,https://www.getmetar.com/VEPG
973,117,IN,VIPK,Pathankot Airport,N32.14.03',E75.38.08',32.23333333333333,75.63333333333334, Public,8970 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIPK
974,118,IN,VIPX,Phalodi Airport,N27.6.31',E72.12.96',27.1,72.2,Military,,,,,,,,,No,https://www.getmetar.com/VIPX
975,119,IN,VAPR,Porbandar Airport,N21.39.02',E69.39.52',21.65,69.65, Public,4500 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VAPR
976,120,IN,VOPB,Port Blair Airport,N11.38.83',E92.43.98',11.633333333333333,92.71666666666668, Public,,,,,,,,,No,https://www.getmetar.com/VOPB
977,121,IN,VOPC,Puducherry Airport,N11.58.04',E79.48.69',11.966666666666667,79.8, Public,3983 x 100feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOPC
978,122,IN,VAPO,Pune Airport,N18.34.95',E73.55.22',18.566666666666666,73.91666666666667, Public,8329 x 150feet,Hard,5893 x 150feet,Unknown,,,,,Yes,https://www.getmetar.com/VAPO
979,123,IN,VEPU,Purnea Airport,N25.45.58',E87.24.60',25.75,87.4, Public,8700 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEPU
980,124,IN,VERH,Raigarh Airstrip Airport,N21.56.12',E83.21.01',21.93333333333333,83.35, Public,,,,,,,,,No,https://www.getmetar.com/VERH
981,125,IN,VARP,Raipur Airport,N21.10.87',E81.44.32',21.166666666666668,81.73333333333333, Public,7500 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VARP
982,126,IN,VABP,Raja Bhoj Airport,N23.17.22',E77.20.22',23.28333333333333,77.33333333333333, Public,9003 x 148feet,Hard,3420 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/VABP
983,127,IN,VORY,Rajahmundry Airport,N17.6.56',E81.49.17',17.1,81.81666666666666, Public,5740 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VORY
984,128,IN,VOHS,Rajiv Gandhi International Airport,N17.14.43',E78.25.73',17.233333333333334,78.41666666666667, Public,13976 x 197feet,Hard,12162 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/VOHS
985,129,IN,VARK,Rajkot Airport,N22.18.57',E70.46.76',22.3,70.76666666666667, Public,5400 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VARK
986,130,IN,VERL,Raxaul Airport,N26.58.00',E84.50.00',26.966666666666665,84.83333333333333, Public,,,,,,,,,No,https://www.getmetar.com/VERL
987,131,IN,VERK,Rourkela Airport,N22.15.70',E84.48.60',22.25,84.8,Private,5987 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/VERK
988,132,IN,VERU,Rupsi Airport,N26.8.41',E89.54.47',26.13333333333333,89.9, Public,,,,,,,,,No,https://www.getmetar.com/VERU
989,133,IN,VIDD,Safdarjung Airport,N28.35.00',E77.12.48',28.58333333333333,77.2, Public,6300 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIDD
990,134,IN,VOSM,Salem Airport,N11.46.86',E78.3.85',11.766666666666667,78.05, Public,6000 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOSM
991,135,IN,VAAH,Sardar Vallabh Bhai Patel International Airport,N23.4.27',E72.37.59',23.066666666666666,72.61666666666666, Public,11500 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VAAH
992,136,IN,VISP,Sarsawa Airport,N29.59.64',E77.25.52',29.98333333333333,77.41666666666667,Military,9000 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VISP
993,137,IN,VEST,Satna Airport,N24.33.74',E80.51.30',24.55,80.85, Public,,,,,,,,,No,https://www.getmetar.com/VEST
994,138,IN,VODX,Shibpur Naval Air Station Airport,N13.14.14',E93.2.98',13.233333333333333,93.03333333333332, Public,,,,,,,,,No,https://www.getmetar.com/VODX
995,139,IN,VISM,Shimla Airport,N31.4.89',E77.4.06',31.066666666666666,77.06666666666666, Public,4035 x 75feet,Hard,,,,,,,Yes,https://www.getmetar.com/VISM
996,140,IN,VASD,Shirdi Airport,N19.41.46',E74.22.31',19.683333333333334,74.36666666666666, Public,,,,,,,,,No,https://www.getmetar.com/VASD
997,141,IN,VEKU,Silchar Airport,N24.54.70',E92.58.80',24.9,92.96666666666668, Public,5990 x 151feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEKU
998,142,IN,VISA,Sirsa Airport,N29.34.00',E75.0.00',29.566666666666666,75.0,Military,,,,,,,,,No,https://www.getmetar.com/VISA
999,143,IN,VASL,Solapur Airport,N17.37.65',E75.56.04',17.616666666666667,75.93333333333334, Public,4472 x 145feet,Hard,,,,,,,Yes,https://www.getmetar.com/VASL
1000,144,IN,VIAR,Sri Guru Ram Dass Jee International Airport,N31.42.64',E74.48.01',31.7,74.8, Public,12000 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIAR
1001,145,IN,VOPN,Sri Sathya Sai Airport,N14.8.88',E77.47.43',14.133333333333333,77.78333333333333, Public,7776 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOPN
1002,146,IN,VISR,Srinagar Airport,N33.59.30',E74.46.50',33.98333333333333,74.76666666666667,Military,12001 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VISR
1003,147,IN,VOSX,Sulur Airport,N11.0.81',E77.9.58',11.0,77.15,Military,8255 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOSX
1004,148,IN,VASU,Surat Airport,N21.6.96',E72.44.51',21.1,72.73333333333333, Public,7382 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VASU
1005,149,IN,VERP,Swami Vivekananda Airport,N21.10.86',E81.44.31',21.166666666666668,81.73333333333333, Public,,,,,,,,,No,https://www.getmetar.com/VERP
1006,150,IN,VOTX,Tambaram Airport,N12.54.43',E80.7.31',12.9,80.11666666666666,Military,5965 x 150feet,Hard,4965 x 150feet,Unknown,,,,,Yes,https://www.getmetar.com/VOTX
1007,151,IN,VETZ,Tezpur Airport,N26.42.55',E92.47.08',26.7,92.78333333333332, Public,9010 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VETZ
1008,152,IN,VETJ,Tezu Airport,N27.56.53',E96.8.03',27.93333333333333,96.13333333333334, Public,,,,,,,,,No,https://www.getmetar.com/VETJ
1009,153,IN,VOTJ,Thanjavur Airport,N10.43.35',E79.6.09',10.716666666666667,79.1, Public,5680 x 150feet,Hard,4757 x 150feet,Unknown,,,,,Yes,https://www.getmetar.com/VOTJ
1010,154,IN,VOTV,Thiruvananthapuram International Airport,N8.28.77',E76.55.20',8.466666666666667,76.91666666666667, Public,11148 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOTV
1011,155,IN,VI57,Thoise Airport,N34.39.18',E77.22.46',34.65,77.36666666666666, Public,10925 x 145feet,Hard,,,,,,,Yes,https://www.getmetar.com/VI57
1012,156,IN,VOTR,Tiruchirappalli Airport,N10.45.94',E78.42.90',10.75,78.7, Public,8018 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOTR
1013,157,IN,VOTP,Tirupati Airport,N13.37.98',E79.32.51',13.616666666666667,79.53333333333333, Public,7500 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOTP
1014,158,IN,VOTK,Tuticorin Airport,N8.43.34',E78.1.57',8.716666666666667,78.01666666666667, Public,,,,,,,,,No,https://www.getmetar.com/VOTK
1015,159,IN,VIUX,Udhampur Airport,N32.54.13',E75.9.37',32.9,75.15,Military,9000 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIUX
1016,160,IN,VABO,Vadodara Airport,N22.19.80',E73.13.13',22.316666666666666,73.21666666666667, Public,8100 x 151feet,Hard,,,,,,,Yes,https://www.getmetar.com/VABO
1017,161,IN,VEJH,Veer Surendra Sai Jharsuguda Airport,N21.54.89',E84.2.92',21.9,84.03333333333333, Public,6175 x 151feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEJH
1018,162,IN,VOBZ,Vijayawada Airport,N16.32.02',E80.48.20',16.533333333333335,80.8, Public,5725 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOBZ
1019,163,IN,VOVZ,Vishakhapatnam Airport,N17.43.27',E83.13.27',17.716666666666665,83.21666666666667, Public,10000 x 151feet,Unknown,6000 x 148feet,Unknown,,,,,No,https://www.getmetar.com/VOVZ
1020,164,IN,MPWN,Wannukandi Airport,N9.15.45',E78.7.05',9.25,78.11666666666666, Public,,,,,,,,,No,https://www.getmetar.com/MPWN
1021,165,IN,VOWA,Warrangal Airport,N17.54.87',E79.36.13',17.9,79.6, Public,,,,,,,,,No,https://www.getmetar.com/VOWA
1022,166,IN,VOYK,Yelahanka Airport,N13.8.14',E77.36.28',13.133333333333333,77.6, Public,7205 x 145feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOYK
1023,167,IN,VEZO,Zero Airport,N27.35.30',E93.49.68',27.58333333333333,93.81666666666666, Public,4010 x 100feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEZO
1024,0,ID,WARA,Abdul Rachman Saleh Airport,S7.55.77',E112.42.72',-7.916666667,112.7, Public,6496 x 131feet,Hard,,,,,,,Yes,https://www.getmetar.com/WARA
1025,1,ID,WAHH,Adisutjipto Airport,S7.47.20',E110.25.92',-7.783333333,110.4166667,Military,,,,,,,,,No,https://www.getmetar.com/WAHH
1026,2,ID,WIME,Aek Godang Airport,N1.23.93',E99.25.83',1.3833333330000002,99.41666667, Public,4580 x 75feet,Hard,,,,,,,Yes,https://www.getmetar.com/WIME
1027,3,ID,WITL,Airport Point A Lhoksukon Airport,N5.4.38',E97.15.32',5.066666667,97.25, Public,3675 x 69feet,Hard,,,,,,,Yes,https://www.getmetar.com/WITL
1028,4,ID,WALS,Aji Pangeran Tumenggung Pran Airport,S0.22.53',E117.15.08',-0.3666666670000001,117.25, Public,2953 x 75feet,Hard,,,,,,,No,https://www.getmetar.com/WALS
1029,5,ID,WATP,Alor Pantar Airport,S8.14.75',E124.13.12',-8.233333333,124.21666670000002, Public,,,,,,,,,No,https://www.getmetar.com/WATP
1030,6,ID,WIDL,Anambas Airport,N2.57.77',E105.44.98',2.95,105.73333329999998, Public,,,,,,,,,No,https://www.getmetar.com/WIDL
1031,7,ID,WAFM,Andi Jemma Airport,S2.33.25',E120.19.47',-2.55,120.3166667, Public,,,,,,,,,No,https://www.getmetar.com/WAFM
1032,8,ID,WAKM,Asmat Airport,S6.11.12',E138.38.45',-6.183333332999999,138.6333333, Public,,,,,,,,,No,https://www.getmetar.com/WAKM
1033,9,ID,WILM,Astra Ksetra Airport,S4.36.68',E105.13.93',-4.6,105.21666670000002, Public,,,,,,,,,No,https://www.getmetar.com/WILM
1034,10,ID,WIHJ,Atang Sendjaja Airport,S6.32.65',E106.45.25',-6.533333333,106.75, Public,,,,,,,,,No,https://www.getmetar.com/WIHJ
1035,11,ID,WIPY,Atung Bungsu Airport,S4.1.48',E103.22.72',-4.016666667,103.3666667, Public,,,,,,,,,No,https://www.getmetar.com/WIPY
1036,13,ID,WADY,Banyuwangi Airport,S8.18.63',E114.20.42',-8.3,114.3333333, Public,,,,,,,,,No,https://www.getmetar.com/WADY
1037,14,ID,WAOC,Batulicin Bersujud Airport,S3.24.80',E116.0.05',-3.4,116.0, Public,5689 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/WAOC
1038,15,ID,WARW,Bawean Airport,S5.43.42',E112.40.60',-5.716666667,112.6666667, Public,,,,,,,,,No,https://www.getmetar.com/WARW
1039,16,ID,WAPK,Benjina Airport,S6.3.77',E134.16.62',-6.05,134.2666667, Public,4265 x 59feet,Hard,,,,,,,Yes,https://www.getmetar.com/WAPK
1040,17,ID,WAQC,Berau Maratua Airport,N2.12.20',E118.35.55',2.2,118.5833333, Public,,,,,,,,,No,https://www.getmetar.com/WAQC
1041,18,ID,WAGK,Beringin Airport,S0.56.42',E114.53.63',-0.933333333,114.8833333, Public,,,,,,,,,No,https://www.getmetar.com/WAGK
1042,19,ID,WAWB,Betoambari Airport,S5.29.22',E122.34.17',-5.483333332999999,122.5666667, Public,3445 x 75feet,Hard,,,,,,,No,https://www.getmetar.com/WAWB
1043,20,ID,WABB,Biak Frans Kaisiepo Airport,S1.11.52',E136.6.60',-1.183333333,136.1, Public,11712 x 151feet,Hard,,,,,,,Yes,https://www.getmetar.com/WABB
1044,21,ID,WABF,Biak Numfor Numfor Airport,S0.56.18',E134.51.98',-0.933333333,134.85, Public,,,,,,,,,No,https://www.getmetar.com/WABF
1045,22,ID,WAYB,Bilorai Airport,S3.44.39',E137.1.86',-3.733333333,137.0166667, Public,,,,,,,,,No,https://www.getmetar.com/WAYB
1046,23,ID,WIMB,Binaka Airport,N1.9.93',E97.42.37',1.15,97.7, Public,4445 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/WIMB
1047,24,ID,WAUB,Bintuni Airport,S2.6.05',E133.30.82',-2.1,133.5, Public,,,,,,,,,No,https://www.getmetar.com/WAUB
1048,25,ID,WARC,Blora Ngloram Airport,S7.11.65',E111.32.83',-7.183333332999999,111.53333329999998, Public,,,,,,,,,No,https://www.getmetar.com/WARC
1049,26,ID,WAWN,Bone Arung Palakka Airport,S4.27.53',E120.18.42',-4.45,120.3, Public,,,,,,,,,No,https://www.getmetar.com/WAWN
1050,27,ID,WALC,Bontang Lng Badak Airport,N0.7.17',E117.28.48',0.116666667,117.46666670000002, Public,,,,,,,,,No,https://www.getmetar.com/WALC
1051,12,ID,WAPB,Bula Airport,S3.6.65',E130.30.65',-3.1,130.5, Public,,,,,,,,,No,https://www.getmetar.com/WAPB
1052,28,ID,WAFD,Bula Airport,S3.5.07',E120.14.70',-3.083333333,120.23333329999998, Public,,,,,,,,,No,https://www.getmetar.com/WAFD
1053,29,ID,WICD,Cakrabhuwana Airport,S6.45.37',E108.32.30',-6.75,108.53333329999998, Public,4131 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/WICD
1054,30,ID,WAPC,Central Maluku Bandaneira Airport,S4.31.00',E129.55.00',-4.516666667,129.9166667, Public,,,,,,,,,No,https://www.getmetar.com/WAPC
1055,31,ID,WITC,Cut Nyak Dien Airport,N4.2.88',E96.15.00',4.033333333,96.25, Public,,,,,,,,,No,https://www.getmetar.com/WITC
1056,32,ID,WIDS,Dabo Airport,S0.28.70',E104.34.65',-0.466666667,104.5666667, Public,3839 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/WIDS
1057,33,ID,WATR,David Constantijn Saudale Airport,S10.46.02',E123.4.45',-10.76666667,123.0666667, Public,,,,,,,,,No,https://www.getmetar.com/WATR
1058,34,ID,WABA,Deiyai Waghete Baru Airport,S4.4.05',E136.16.42',-4.066666667,136.2666667, Public,,,,,,,,,No,https://www.getmetar.com/WABA
1059,35,ID,WIKK,Depati Amir Airport,S2.9.75',E106.8.29',-2.15,106.1333333,Military,,,,,,,,,No,https://www.getmetar.com/WIKK
1060,36,ID,WIJI,Depati Parbo Airport,S2.5.77',E101.28.27',-2.083333333,101.4666667, Public,,,,,,,,,No,https://www.getmetar.com/WIJI
1061,37,ID,WAHU,Dewadaru Airport,S5.48.07',E110.28.67',-5.8,110.46666670000002, Public,,,,,,,,,No,https://www.getmetar.com/WAHU
1062,38,ID,WAPD,Dobo Airport,S5.46.45',E134.12.60',-5.766666667000001,134.2, Public,,,,,,,,,No,https://www.getmetar.com/WAPD
1063,39,ID,WABD,Dogiyai Moanamani Airport,S4.0.53',E136.2.22',-4.0,136.0333333, Public,,,,,,,,,No,https://www.getmetar.com/WABD
1064,40,ID,WASS,Domine Eduard Osok Airport,S0.53.50',E131.17.22',-0.8833333329999999,131.28333329999998, Public,6070 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/WASS
1065,41,ID,WABI,Douw Aturure Airport,S3.22.08',E135.29.83',-3.366666667,135.4833333, Public,4593 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/WABI
1066,42,ID,WIMS,Dr Ferdinand Lumban Tobing Airport,N1.33.32',E98.53.48',1.55,98.88333333, Public,5655 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/WIMS
1067,43,ID,WIBD,Dumai Pinang Kampai Airport,N1.36.73',E101.26.00',1.6,101.4333333, Public,5905 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/WIBD
